query,place_name,formatted_address,lat,lon,vibe_class,place_id,photo_reference,types,osm_image_path,dist_to_park,road_density,road_length,traffic_level,time_of_day,sentinel_jpg_path,sentinel_tiff_path,populartimes_peak_avg,avg_temperature
Hoot Cafe and Brewery,Hoot Cafe & Brewery,"BBMP, Block 2 Village, Varthur 2034/69, Sarjapur Main Rd, Kaikondrahalli, Bengaluru, Karnataka 560035, India",12.9141715,77.6785345,fun_vibe_here,ChIJp-P_fzwTrjsR3Ctu6DxKWAk,AXQCQNRZSv56oYt99LIXCWuY3AhS6Zk0ziTXugG-ReSxfRLbRrA8G3g_dUImjK6zZXKPNsoAPIvwwPMQdkd5Z9FximPPRqEskHEFGqDmV4vt_l9cBaZYgkVR-eZjARa1qcdLpmcWweGbVEvGnWR0f6eeI74_nMzY44CnhRvOHP94q6_A-DOWOw8LZOXVU0sLTErotinTJ1U9GQ8YEW81zIQz1GKxhZIs00N97m3HItK02U_JIVrHWB1oEwkTbvCmVrP8S8ZQT7LTI0p8kwXG9i43LxYC0t0g6Q3InV7VJ3C-AAvh2DLKRtQ,"cafe, bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_45.jpg,176.9947847,84,4210.8,medium,morning,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_45_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_45_sentinel.tif,85.5,28.19494709917294
Boho Koramangala,BOHO Koramangala,"105, 1st A cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560066, India",12.9344374,77.6159175,fun_vibe_here,ChIJ8zjRK04UrjsRiZDCS2d2KEQ,AXQCQNToM51I8ni-drmH-9GC3WxnWxhNfPvV8tScG_33kx1PaGHsGyQ1p7Bu8TgbSWbYXmXuu0qORZyrS0X-poiB5YvzSyKkad-gW-fWC8wtJKjbFy23q8TkqsKaHmMg6eHm9OE1cYHexgwXag74E5uSPqoLoAFDvLS04Kr8g7lR03F_PjcEEee9LK6qNdPxbxuspLkkQchSz9ma4dV6MQGx1nbRAoFyjjgkVu-_q9rv-XLANDuN6WBLnMH3zu124Pi-BvKP7s6yBB6S-l4gQMEQQyWI-LnP6pU3ABTnDOg0bOArk1JsAb0,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_46.jpg,177.4059687,127,6350.5,medium,evening,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_46_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_46_sentinel.tif,55.9,28.19494709917294
KR Market,KR Market,"KR Market, Huriopet, Chickpet, Bengaluru, Karnataka, India",12.9656389,77.5769867,not_my_vibe,ChIJ9R1DhwkWrjsR4TN_tr8Y80U,AXQCQNRBftZ6IQLwRxi8F79YpCTzvp6hY2OOssrFgjTvq2p5JwoYqk0rbxeDmOHj9RlQmU7TSKeYAq3fEt4g4UvKNEE9hOGWRhZERVC0IXYITSKF2ZxHtWNA2-2muCxVbLDIgSj50r2xa6p197m9PH-rtUAmkcHIBruC1o0spM4FIwF2cQzyI-iKnlAOEnsW7yyvM2cn0OKEkmZHEn9Jpd3x_qJp9x5qV22jhzAulXa5VTpZMSdM0e5vDbwslWUfVjnfj08MpVRqixFvdvfAl-ryImxZ5Q_6d-OaALr4ybVCRzznQM2vAJ2kwA1WyokFX6gvSHFo8_nuwFewXsbW6d7xQsH4o8eAfox98XALpVOUCue-l2nU77_0HLOPY-0T6qMbflUPRRKdFYPRAT-UwOhO0Qkp4lxDFO_jl3qIAc9aE5dU3cUEcVhBauqWHm7UCxgXMjoQ36NwtmKY0_ykoGvw1IHtoGQseUk2WxXSpgrG4QulKAaPYiFIpbeKRtlkDe-YFZbgoIqoyyRaWaAjcBIQTeq8EKyKQqGHX21SkEVeLp8t_nmUmppbJlEdUeYS0iBq_4vs8WhdzUBXMw,"sublocality_level_3, sublocality, political",datasets/osm_images/not_my_vibe/not_my_vibe_0.jpg,276.4928342,352,17614.1,medium,morning,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_0_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_0_sentinel.tif,63.5,28.19494709917294
City Railway Station Bangalore,Bengaluru City Junction Railway Station,"Kempegowda, Sevashrama, Bengaluru, Karnataka 560023, India",12.9797496,77.5692365,not_my_vibe,ChIJz5plOxsWrjsRqdJAWXopk-Y,AXQCQNSarYkFVa7FDZq_TZz_DIwAgPE397inqS3E6qSbY0TicYDsllcoCAOfoDS4U8ccUGH0ui-0PHCqiPJ2nyV3fmHommNMrCsQ36y1nI6BhahZ3gERaaAxfnkEuVlB30PstEviD13VKnfmfCvhYOxpw4Nx5IPdSjtVxzlSoM8HBZvkR1HaGFTIS-H7ylVfoF9YwmJ42A6m4ka3_fjp0G8Y0U9S-pAbLUhY1nfKhLMExS9BCoJy-uQYQruXbU-iLu4vCdoQUoGEd_ZY_jxvygzPaw4Uz-P4Z2v9bvqjB7pxdUMMyCJR7moE6-OVBeepmmwazCOX_vtZb_3xv0aBFoEoxAOpdPS3PcGScy4eq3-bo07nCYBPjxI-zBwEAe-NLdCshjxsEV-HarkTxll4MTJ93UzNvpuC47Jo5q8GRZl7eQQQQDljI7kkNu9bmjDF4YP13F1TA4LGl_MVccBJMt2If7Fb5505v5GzLven_xWasvby3c1maK_t2SpEOMd75QMSkE46N3kKG71vdytaMrT1eGXRF_vzKARnwEpKgZl7WkWqfkHKs2NZSAnuYkrxLwg1h-S1qHfi,"transit_station, point_of_interest, establishment",datasets/osm_images/not_my_vibe/not_my_vibe_1.jpg,274.8865822,90,4509.1,low,night,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_1_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_1_sentinel.tif,19.5,28.19494709917294
Chickpet,Chickpet,"Chickpet, Bengaluru, Karnataka, India",12.9709232,77.5763139,not_my_vibe,ChIJ54y19ggWrjsRPKWxs8ydVc0,AXQCQNRcaqqGUxF7kmZeXzorNbibHCx5KN_HnqMkG28u8kdTYNAJzDL2i3HTSQCu3u_3SK1JoCdHRIecEHC_-yxc5G0f_BJp1CUSoPpKDSO4utVoj28LcgwKyOrowiC3uDbPAor1FUNhEf0LBdln0DpgQ-MS7fujK7WdT1TfsAbF8czFLEytpI51ultyYB_mHO9jMyALLe7CSAylo6Tc-NbD9R_daQXQ8chRdL_4d3g1X6oRG6BwMA1ZAKTkrcgfWGhwYQayP9CDI3RZW8w8n8EYZ_fUJ7kKdDrVsDUh_1exvMptnZJ31hZv9XaNdUGGiu9kbXiT6YraLY8pJkMr9o7GGp-45kzLQVhmPUUrOhRtgQQhnQLG_PTguYJeB_ONqv_ic4jPdSIhx8CsTAl8kFUlTSZoO09_bgck6ECLS_BkSTd5U11fCp3Oc3833sOqCW4Ndp2OgMCDkHaVJ-F-3nztzS34VuDCjjlafP8yZicgZP1XgG4r0ivg9LhOQ-lC8NwlgUFCmaiNhD0Q7vab5ARaGvGQDygkYlJ3ZLC1x_WTTo8-4XOoXlj1hym4Ws4WtBUFHCGf8KJV,"sublocality_level_1, sublocality, political",datasets/osm_images/not_my_vibe/not_my_vibe_2.jpg,361.3812614,547,27361.2,low,night,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_2_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_2_sentinel.tif,27.2,28.19494709917294
JC Road,Jayachamaraja Rd,"Jayachamaraja Rd, Bengaluru, Karnataka, India",12.9592352,77.5829237,not_my_vibe,ChIJP_UEF-cVrjsRSxnGyxOTvyU,AXQCQNSiTXzJWrEU7IHk1Tc-38x4UxZGUQil6P5eKgdnIzDPBRG1HO11xbjrbP5m6UKfgGUG8ngY9QP1KitrUGBBr823bDm53Tih9Nw6QJ9SyBvyniTTIKwjauKDf7pdkXl6HfNqZczSd3Aa19B0ChHu5EP9dZ0036-iFj63SAE2lv618WRqqeMY71NJh0Vgc4C0Gt7iNH25xyMngUJQ8oSyCcVHg42cn8OKLPH3SnucNSpbAD3SnGLjTKnsxkTbSyrAvUscA8lAREbnE1YirzBBLq9eZxZasp0NvDWfYiUUexKd2UqrpePaKw7L5Bgat8Tz8QpdVNkZ-ofpP4cmpSOQJGv4duUES1ioYHgSyGmzv3mg4za91gjm-Z36D3Xfz_kb_uHI0xGITa9q_kFVwFBcI4_ey2qgLvBznEd8QG3kqGoFx9QQIRi9ScRX0BLOSxrzTEelUGf2Oxo1TB7Ul-S5KJTFNEmjxBFXRUc4eRTPCybUZlUKBzVA3btPfcn9jm_tQAWz43ZtUGeSJSmmw68ywHGMVKCaURm_wyTZjk_MF9FTNKO5G8QvfqCiPuti-TAU1F3OSo-I,route,datasets/osm_images/not_my_vibe/not_my_vibe_3.jpg,252.9170075,250,12507.1,high,afternoon,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_3_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_3_sentinel.tif,50.1,28.19494709917294
SP Road,SP Road,"SP Road, Halsurpete, Nagarathpete, Bengaluru, Karnataka 560002, India",12.9659268,77.5844522,not_my_vibe,ChIJg0OLAeAVrjsRi02Mhc0Wi7I,,route,datasets/osm_images/not_my_vibe/not_my_vibe_4.jpg,241.3031573,357,17858.4,medium,evening,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_4_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_4_sentinel.tif,66.8,28.19494709917294
Shivajinagar Bus Stand,Shivajinagar Bus Stand Rd,"Shivajinagar Bus Stand Rd, Narveer Tanaji Wadi, Shivajinagar, Pune, Maharashtra 411005, India",18.5335462,73.8490714,not_my_vibe,ChIJ6_gVpIbAwjsRQE3fpI3Knmo,AXQCQNSbpGXrwuUyLOYEyYrJXujseDaQqrsp_koAtNVhgG_U7jOvIjyWPhAhe0Ia8WfiBzJWSaz1VY9uKjDJwVZ2q14_ktN_VpQFoCMxaBLp1oGN-6I2quKwT3uO34NvO92ROWfc4FLE1nUsz7GmKDDMs5UyupH1LsEPF5W1YAiF_YWf32yLXzikLNf5tRahttLV0xZEMvOLKCmne7eA2xZE5XSYYh6Ujn6e0ShAce55eOhWitIP-rQ0XkEZGeiTOc0GgTkbhBTtuvrt13-t2-LZCupU2r4reiaBUH_RaE0DsbIP7vvXvuTM2dL2-hoHtYqlNMYJfvf7sNAcwkfd_dPhiZkeUxlQEC8EL7kZe7q2THYJdFWHE-ap0kCQYaAq88gxH3KgajZv7PK-isoALgkLhmILd2lo6ejKCHaq9VFkJzJnySWYs85TD7C4qumKCvice3AYlYOCa0uxmsNTza1Jmxl0ujmfornTRsGjMx_kye5UCdc3nTuDEO-WNJNNrJooFO068A6iaQhXSgsgx33xe-luQZGTZ8WGkFHK7_WAhdhwLhRTdB9wSawxeCWk45IA04hmxMU1,route,datasets/osm_images/not_my_vibe/not_my_vibe_5.jpg,728516.4633,0,16.8,low,morning,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_5_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_5_sentinel.tif,74.2,28.89639832383843
Russell Market,"Russell Market, Shivajinagara","MF Norrona St, Shivaji Nagar, Bengaluru, Karnataka 560001, India",12.9851187,77.6056615,not_my_vibe,ChIJwQdZj2EWrjsRvUuO1AgrS18,AXQCQNRUd9i_kNQSBAtZwE_kB9jK9T24-yN9anAfytpqEExumZzrBFSoqmyat45-X2PpzzkhpxfBkpUQH2GPaGCN2BZ-b4aBpqXf8660sX0VwWN2_2tyv8p7fmexQXN2mcxdbzF56g8b-BqdpSWmwIbvnh162LB86hSOEglaRj9Ek9SofHdyJZzdmvQ3u7VVVjvxATaVwS76tLQ6FWTA6B6wx7_WORAwoSnBZCdarXIHKUJ-lVrfsdOBppTTsim5c3h_xDAMIppvcMiRkEQFbjUwWyQn3HsecTuDZF_c6K4rlUilHHS2SUIxz8sUAqDd1PriFbGPVIfYSRJGadMXcRygy9YCgTGt5V42t8WmW2maqgUbsPWY4E3tLNWJbVvevnanAt8hm409HDDHLMdtTonT4QnIvxIo7zJhPMsetgYulnME677ljIG_3YvBFoswANTktgQKUzxNlyLWyG0sPXb6oqT7NFz-0dy_SNw1o0gLiQW7V5J39jD40zVuZQOBJ7JsELLSHImrnsAAyQIJUvEG7cdnMQNOAJhgv2BATVsejYFBt9DbD0_DHvhDUiEjH90ljBsHKfF-,"point_of_interest, establishment",datasets/osm_images/not_my_vibe/not_my_vibe_6.jpg,683.9008147,335,16752.2,low,night,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_6_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_6_sentinel.tif,25.3,28.19494709917294
Majestic Market,Sunday Market,"Arcot Srinivasa Char Cross St, Jaishree Market, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",12.9666007,77.5756949,not_my_vibe,ChIJ6UjQKAgWrjsRyMaQpOJo2V4,AXQCQNRzlnAujyLDee7iZ1OcPzcQr9rBODtRSrT_scJ30OXgRMLYAHP2rcanE5Pbg0PWhWRrWy3j2ktjcVR3WvPKRosrFLvggOIwkVq1H-DTpSBZlO_pJGG12wgGHoR5VqY-uqacOQ84_sd80Y0SmyhBdoY4EGyHadTQYqnfXGT_6Bcu8NYUsvtLl8uK-1PfDbjOcLytz_byU6Is8fKqPmzmvj3S0kQJ4tZBxqisTzT8HiIrlHPOxxAPQToaKTPnFzoUKcCYrVN8We4WdWD9qFVnNEf64iXKnYSzSLIGVfsQaORTmDQbXUzOff4LcnaqUW5u0YZxn5aeH-zzsrbrIyEiRAXAqCC316Y0Nb8eFBtmASnFzSV9GGU7GcEbiaOzEiqvxooaZRgppNdF1cws3dtBPkr-UPHgtQjwpDNPQU5Cvw_xNIln8XymM4T10TurJ08GBlraloqufaP4ed2LLdD8qtxmJ81XRfRGSXAk8Pwgn5bb0Cd_H0468qvqZdJEZkteK_GesU2ZX_VMc4AwAASeWMkuVUjQ__PYSD5n-uMhDGV7bQDwqdfNwShIwLbfhxcnVctZ4Uy1,"point_of_interest, establishment",datasets/osm_images/not_my_vibe/not_my_vibe_7.jpg,268.8132434,398,19907.9,low,evening,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_7_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_7_sentinel.tif,85.3,28.19494709917294
Kalassipalya,Kalasipalya,"Kalasipalya, Bengaluru, Karnataka 560002, India",12.9594549,77.5805685,not_my_vibe,ChIJ4YdloeYVrjsRvVFQ6Hi5NLk,AXQCQNRkv-ry1TyyIutMDgU-0wqSAM2PtUJ9vPgydmDIv9hP-ZWg2KQpTBttQBlJHYKljT6_ocs0Kr7T776lm8-69a5k6u39cTgDXQZuXQEJZSboGzj4GMstIn1QmYinKrONhgqBsZTuI7jynVyjo5rloiJjv1gh_2SoUOOtRfaipuTtpf1TTcZi8seX8x0NuZBmDCslV2YoPj2bkxvQ6VRsaUcC8DwgznfKmFFKaTA4DRv19GICauvQa8LAgWcgoiRBAVTBcXZuUAtngEvGMKpOvbypxR9iWwtmBsiZbpXjZ3Yw11blJeOQ6HsrxoR0Q7w0uxJeavat6GS8xQJqKgYhASNWzLbvXAIBHsADVpmHnzuP13CjOph_IKGL-B60Do90vlTcEJaa5gjOTk7Hg38OtE4uVizYBScDA6kDsjGdy4aphCbFh1gLoX5QIGQXF8brYJtc9mwChgf4v1P4bwYNrLtnKA5owha_gFgMxTA3SBRl4rfkWj6m1pjg9lxr_d0tgQ3BJx-4AjfvYsVG3qHCJKIFFm_AIa4yiH3o7MThlLkDFPjZZzKvbpVGs8r5n1kAmhxLgA,"sublocality_level_1, sublocality, political",datasets/osm_images/not_my_vibe/not_my_vibe_8.jpg,112.7570644,299,14953.2,high,evening,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_8_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_8_sentinel.tif,54.6,28.19494709917294
Old Pete’s Road,Old Pete's Rd,"Old Pete's Rd, Decatur Township, PA 17841, USA",40.698054,-77.4461633,not_my_vibe,ChIJqaaaa-rOzokRQ8fd5vzCOhY,,route,datasets/osm_images/not_my_vibe/not_my_vibe_9.jpg,17469208.07,0,9.1,low,night,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_9_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_9_sentinel.tif,19.0,99.9000015258789
Cottonpet,Cottonpete,"Cottonpete, Bengaluru, Karnataka, India",12.9670753,77.5654657,not_my_vibe,ChIJzy4nUQEWrjsRDAJU_05X3K8,AXQCQNTZksktbG3B4YYn5jITkIBoR4lGd4J8bHeP9cC6-XKibyBTGsKd5zBBfPlhHXD0shkWnHvrUq4h5_xmdoCuORohTty4wN1V66-lZqTQYJasF4lHG4Drm58oFLLVCQDGIyLiZkmT0_5npEP8AfUN56yv-N5otjpzqVcu086lVFY_EphkLpWLMIZ4W7OopdtjhARNUPqTvX_MrnAPsvZTgHqoCmLAtUWfvgeJmOMC9lXr29MM5oVFuGQ_Aohzzhl_XiZS5iIsY7YoMNBrOmFaQlk8ZrPOxnjpu2sZZX4y_VYi50VgdwYt_TS1cw7rn7N9fMbSi5N86Q7WjoKpSqr0RyB-QuzZPxBEaOmp3-Smw_KNZlq1pq8wLDFMBaCQ-4bzpA2BJ1bqiKkAiQLwyGtKrU93_m5cn8GEFC4gJPLRBOHC0k1LVmOcTqdBT9EDnIyuSNlpTxyneK08HhNXM8r46psthuF_EKlANXFt_yAVKd-8fzeKc50rcuFu7vliol5UZQ6vlD_UGmOwrS-VFLm2vvfBci6smYPSx9AJkjIdMoPEWxyggslHMOo283d1m-pAzNRnWRR6LT5Skw,"sublocality_level_1, sublocality, political",datasets/osm_images/not_my_vibe/not_my_vibe_10.jpg,648.7706405,317,15863.7,medium,night,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_10_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_10_sentinel.tif,31.8,28.19494709917294
Avenue Road,Avenue Rd,"Avenue Rd, Bengaluru, Karnataka, India",12.968609,77.57904,not_my_vibe,ChIJNRNfhwkWrjsRST9JnrSomi4,AXQCQNTABBccWn9Ycxn_cDf-1A3894ASDfaQpRcTPWrPbaxONMGBM4xjLhtRWHIpdKxMSMBupidPuRTKy7k61rdweJ8IhjqBPYm2kirKlhK96t_aBGUyaW-4ymRDrFJown4SyMk5DeuUJ-YSNrTbS7dStFwirPD5S9LQGUhINmx7XuWnC4YIvpXbTvfQKPhuA9G_jzG6wtNcWaqGOYnZedowioKZfaFfTUiApspCZlUV0MYJajjM_sSKYiuR6FH_3st_BKxMePpBEIerEKPEfv2PymhBqFlW6YTnNDYl0eDbtaDM-8gLiSFk1Xq9JcGA9bpU9_koAdOVDzC1-q2p-fZS4kjC8NaHnk14cHwIducRp7aRjlpu7gc8nQ2du1K-oNWfJnV5QLfrNxBoB7MPYLF42bbgB92ToBk5H2wbYmrXEmI98h6E4Kx_6n-aKWohiNVeOcAaxFhcrSBbKAcwYQ5vHIQ9TquG-LvHcNlS6kbwcvK_VTXKBIUJV_E3Tnl3XTlAV46cGr9JeCXskx0sQF-jblbZUXxf5t8oT8XwE7ZBawYptI-1Xe4QJfmeCEYs27JG7HianKEgGljMyg,route,datasets/osm_images/not_my_vibe/not_my_vibe_11.jpg,491.8162352,609,30460.3,low,evening,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_11_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_11_sentinel.tif,81.1,28.19494709917294
Sultanpet,Sultanpet,"Sultanpet, Tamil Nadu 641669, India",10.8771353,77.1973997,not_my_vibe,ChIJDx6tXrKyqTsRnwfsIcpvIG8,AXQCQNTS69xFs3fiHjjtUloERlgyzswuZsy-Ve1nGckTiS8L2xHO7Y2Q6_HxzNuTOiGqe9pHNLvr32pD76HA0JxqSpCECSdVfNUULAhfbvqrDpjFEETm8i5r8at6u3WBI7ZoKoqUuzxzJlXoGy2J2RDysD-hHI3TxxSQeRHEaMDfhJsxinq7YFFQdT3FiGFDLQt3fUeTkqTM8wb_ElWp84wVpUQAHtEqTQ5XkmOJdwd7qpzfKX8bQb3x9HbE_wMS2ftSTLqFwX6ux7Ut60aYBlpb--CncKG7Kyo09H1yTi9i7BspgLcvdcwXFl0y-2TZniiawIJjWM_uIraKqNAfxwP5gMBmdKDzLjUHmtJDWu2jf72M9RRLSa657UZsn2nA6VwjeAiOykosO4Q-fKtivEoLcyVZk9n9qv8IO8Tz1nlHqkQ7nVr0XkXkBwnSw8GGUS-YPZgtlSGosvg69elbm7S9TqlbSzkZ1QeAM3tfyf2ISAF35c2-mv2uLuA-RiU20KhmYeJxfst5Tg-CVsOA0_NHtX6TsGuTpwcg4plnGgsgYx1ZyMWc6j8ChcAOyLFDaJrY7Oc2Zw,"locality, political",datasets/osm_images/not_my_vibe/not_my_vibe_12.jpg,222613.8236,0,17.3,low,morning,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_12_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_12_sentinel.tif,81.7,28.694918509452574
Gandhinagar,Gandhinagar,"Gandhinagar, Gujarat, India",23.2156354,72.6369415,not_my_vibe,ChIJCWhtfJgrXDkRkQM-h6cGb_g,AXQCQNR0MwWZoTJ1nDT9TBgP5HozDDmUPc6kRyfluDBDyWJALKvmUpY65XLJG4XWiw8r_YkqIAV80u8cbVgqfXI88se8LcRMMi48Lo7t-5BNbNUg-z7QER5Ce5KUjxZ8PBUmI4FtbaI0A6jknakhFXVxHMrFwTYOsZZ6szFuRxST4aw_PecyJqq_ZEYQWaH2xoeEaehHfbtPapOcrdYMgzOgOgHJP8rd27YHWtGs_hix4kmqlVBfDM1iIG5RrHRX41dQ0vqRIZ9-d_ww3VVvmS5fEoF4pFkPL7iAHslAallLSELsTLKfim1nxU207stuM4bwshFYm2h5vYTzMspcPY3wh9P1IFfP8-nhP6PlnwVJasYC3K8oYTf3S5idH-vZ5vCI_CvsK-Ey3xTWfk5PYlxkVT09u-AMpHAGBgrYvBKTJUztiAMRm6kMDy1M5NzYCr7V_zq0PEziMSFOcGRzjgXj_3d2QPvkZyWwKEQw822fPxiflY6T5HscGCJAEqe3EdzRI1dl-0s53qOLaxocQuBJEREM1neRECdzgI1uJyNfhpjUREUJFLAi-8FRJu3A-004wcSWrQ,"locality, political",datasets/osm_images/not_my_vibe/not_my_vibe_13.jpg,1246289.491,0,12.4,low,afternoon,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_13_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_13_sentinel.tif,62.0,32.05855793081304
Jayanagar 9th Block Bus Stand,Jayanagara 9th Block,"Kottapalya, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041, India",12.919624,77.5914,not_my_vibe,ChIJzZWamgkVrjsRTz7lag2A0KQ,AXQCQNQKm0rZ2MyGJh0P9AmHotl4iMpSKMsnFOZ8zQ5vHuzcbFrSIZd1S2LxFdF6wisUqN9vBcftwh-vH0pTi_Jknqsk_HHeP9ISXpk61CW3YvmXuaC7yT7um4yzWEFFYUoKizsWJ7PXDqVVxRUCw4tHfZYVZbtNxE5gMMv7ksuF_5QkJD0h_d30I6nwH-c9R4z1_aCK-NqtNHa1BhgdxNi56iC_5xUdpVb3xHA3XJhcGq3UMNw56jbdPJI9Xv6YoseTePhxRYtsYye4nmlYw8ZPivyVDaewmzr4kWLJxGSX52sUQvKXyUZhfraAgG-87UVeIR7qa1Wr1_zwbsrO4mXPyM61uH9wtpOyE8iyfjbJ0rDIqihcCZILdhwFf5UAZ2GseePeJ5-otE4BeyITx8Dlki-8nvJuXEETczHbKhUmWGkaTP7aLwEGO5wAOSjGdR0mhjfCJ-bduRAvVxI-a-1C3XTaXLMHiwPjdzGet-jeggSD7Mm0ZZK7QN0ONYLzx4BMDEupvOY7IoESyVZ9aUeKtz6B1pwhKDTGokepmGBmkxqMJC1wznrOQw3svr6BrtMB1QnHZHPW,"transit_station, point_of_interest, establishment",datasets/osm_images/not_my_vibe/not_my_vibe_14.jpg,190.1532525,245,12257.6,medium,afternoon,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_14_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_14_sentinel.tif,58.6,28.19494709917294
Basavanagudi Market,Gandhi Bazaar Circle,"WHWC+5GG, DV Gundappa Rd, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka 560004, India",12.945448,77.571321,not_my_vibe,ChIJY9L5dOQVrjsRAvDYs8AghL0,AXQCQNQGJBRBjzC9jIj044AqkFECjK_JlwaflrcGSZntyGnTt835c-RFSMmNZQ3Qazpdatq3RNyts4aZvCMIx9WfZve26ufc0hVldAKzA0UIQMd93mqfzxrVFK83E28EJCEIZOQqbNPp8U1sP0B1njAo9LZR93_jTvHFk9g58eBI3phABx2iTPHgDGdrrptWm_iEggj2ZgxANtv51a1DNTsk-H7oUZJvI9jnWvXWB7EfKa2gOUhnix67wmDjiVRyd--K7cEWdv71YrM9_rH1_vMGkK1eYeZzkdEVwZpiIxeR3Hmic6LvmgimaSDo0U08JOTP73aJWfqRDsU_QhnaVVFmsjPoibpy22yygDNDUjeTXHmdVGKrIZV0HdQ_r8qvJSXJ_mC5pFhSbkx6S5p3wR9yOLrV4_1vQHvV__IodgtIvq9LeddqNjknS6e0TtO7aKSPGvGVc0g7Z3ljd2ztMQ8hW0e7Zb-qBqsYganQlWDJFgra-fRKBRRxkJeVWeuwgv8iKsUneC6r9O4L1gTgpIMA9RTGjN8S6qQueF5eFOxI59LhLqcwtPXcPiVZ_ZbOKOTTYpbW0qUBWRAhsg,"point_of_interest, establishment",datasets/osm_images/not_my_vibe/not_my_vibe_15.jpg,139.1043501,184,9210.6,medium,afternoon,datasets/sentinel_tiles/not_my_vibe/not_my_vibe_15_sentinel.jpg,datasets/sentinel_tifs/not_my_vibe/not_my_vibe_15_sentinel.tif,79.6,28.19494709917294
